1.00000000000000000000e+00,1.19710556811633606067e+00
1.00500000000000011546e+00,1.19500308290870793648e+00
1.01000000000000000888e+00,1.19290677322729177234e+00
1.01500000000000012434e+00,1.19082006082227231936e+00
1.02000000000000001776e+00,1.18874298226821517588e+00
1.02499999999999991118e+00,1.18667557350132391036e+00
1.03000000000000002665e+00,1.18461786983593464484e+00
1.03499999999999992006e+00,1.18256990597824218625e+00
1.04000000000000003553e+00,1.18053171604297002517e+00
1.04499999999999992895e+00,1.17850333356586789435e+00
1.05000000000000004441e+00,1.17648479151965124068e+00
1.05499999999999993783e+00,1.17447612232567788482e+00
1.06000000000000005329e+00,1.17247735786905415978e+00
1.06499999999999994671e+00,1.17048852950962167796e+00
1.07000000000000006217e+00,1.16850966809623946219e+00
1.07499999999999995559e+00,1.16654080397715009809e+00
1.08000000000000007105e+00,1.16458196701347249657e+00
1.08499999999999996447e+00,1.16263318658899938995e+00
1.09000000000000007994e+00,1.16069449162294091593e+00
1.09499999999999997335e+00,1.15876591057919631211e+00
1.10000000000000008882e+00,1.15684747147838606907e+00
1.10499999999999998224e+00,1.15493920190663779124e+00
1.11000000000000009770e+00,1.15304112902694688714e+00
1.11499999999999999112e+00,1.15115327958751145765e+00
1.12000000000000010658e+00,1.14927567993245327571e+00
1.12500000000000000000e+00,1.14740835600973545283e+00
1.13000000000000011546e+00,1.14555133338128278808e+00
1.13500000000000000888e+00,1.14370463723050797000e+00
1.14000000000000012434e+00,1.14186829237186060482e+00
1.14500000000000001776e+00,1.14004232325799237380e+00
1.15000000000000013323e+00,1.13822675398876738129e+00
1.15500000000000002665e+00,1.13642160831808980426e+00
1.15999999999999992006e+00,1.13462690966239843071e+00
1.16500000000000003553e+00,1.13284268110718633338e+00
1.16999999999999992895e+00,1.13106894541500846429e+00
1.17500000000000004441e+00,1.12930572503171045007e+00
1.17999999999999993783e+00,1.12755304209397211324e+00
1.18500000000000005329e+00,1.12581091843527114627e+00
1.18999999999999994671e+00,1.12407937559298587438e+00
1.19500000000000006217e+00,1.12235843481411023959e+00
1.19999999999999995559e+00,1.12064811706193712126e+00
1.20500000000000007105e+00,1.11894844302154394811e+00
1.20999999999999996447e+00,1.11725943310607878090e+00
1.21500000000000007994e+00,1.11558110746203364982e+00
1.21999999999999997335e+00,1.11391348597514627805e+00
1.22500000000000008882e+00,1.11225658827548268270e+00
1.22999999999999998224e+00,1.11061043374297341302e+00
1.23500000000000009770e+00,1.10897504151231895975e+00
1.23999999999999999112e+00,1.10735043047817294237e+00
1.24500000000000010658e+00,1.10573661929988986685e+00
1.25000000000000000000e+00,1.10413362640637080503e+00
1.25500000000000011546e+00,1.10254147000066482498e+00
1.26000000000000000888e+00,1.10096016806449048531e+00
1.26500000000000012434e+00,1.09938973836270559303e+00
1.27000000000000001776e+00,1.09783019844752049998e+00
1.27500000000000013323e+00,1.09628156566284618023e+00
1.28000000000000002665e+00,1.09474385714820732218e+00
1.28499999999999992006e+00,1.09321708984298782141e+00
1.29000000000000003553e+00,1.09170128049005255022e+00
1.29499999999999992895e+00,1.09019644563990114605e+00
